,0,1,2,3,4
0,101700000.0,183600000.0,194400000.0,94500000.0,618300000.0
1,98100000.0,177300000.0,300600000.0,374400000.0,96300000.0
2,103500000.0,254700000.0,375300000.0,424800000.0,602100000.0
3,62100000.0,51300000.0,54000000.0,11700000.0,27000000.0
4,56700000.0,93600000.0,183600000.0,29700000.0,-159300000.0
5,62100000.0,90900000.0,63900000.0,-900000.0,25200000.0
6,18900000.0,7200000.0,-2700000.0,37800000.0,-445500000.0
7,119700000.0,293400000.0,424800000.0,471600000.0,722700000.0
8,143100000.0,307800000.0,554400000.0,734400000.0,36000000.0
9,61200000.0,47700000.0,48600000.0,16200000.0,-107100000.0
